State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Punjab,Mohali,Kurali,Grapes,Other,Medium,07/04/2024,4000,4500.0,4250
Punjab,Ropar (Rupnagar),Chamkaur Sahib,Coriander(Leaves),Coriander,FAQ,07/04/2024,980,1000.0,990
Punjab,Ropar (Rupnagar),Chamkaur Sahib,Cucumbar(Kheera),Other,FAQ,07/04/2024,1980,2000.0,1990
Punjab,Ropar (Rupnagar),Chamkaur Sahib,Ginger(Green),Green Ginger,FAQ,07/04/2024,11980,12000.0,11990
Punjab,Ropar (Rupnagar),Chamkaur Sahib,Potato,Other,FAQ,07/04/2024,980,1000.0,990
Punjab,Ropar (Rupnagar),Chamkaur Sahib,Pumpkin,Other,FAQ,07/04/2024,880,900.0,890
Punjab,Ropar (Rupnagar),Chamkaur Sahib,Spinach,Spinach,FAQ,07/04/2024,782,800.0,790
Punjab,Ropar (Rupnagar),Chamkaur Sahib,Tomato,Other,FAQ,07/04/2024,2980,3000.0,2990
Punjab,Tarntaran,Tarantaran,Carrot,Other,FAQ,07/04/2024,1400,1600.0,1500
Punjab,Tarntaran,Tarantaran,Cauliflower,Other,FAQ,07/04/2024,1400,1600.0,1500
Rajasthan,Churu,Sadulpur(ph 3),Bajra(Pearl Millet/Cumbu),Bold,FAQ,07/04/2024,2100,2200.0,2150
Rajasthan,Churu,Sujangarh(Churu),Cucumbar(Kheera),Other,FAQ,07/04/2024,1800,2000.0,1900
Rajasthan,Churu,Sujangarh(Churu),Potato,Other,FAQ,07/04/2024,1400,1600.0,1500
Rajasthan,Ganganagar,Sriganganagar(F&V),Apple,Apple,Medium,07/04/2024,5900,6300.0,6100
Rajasthan,Ganganagar,Sriganganagar(F&V),Green Peas,Green Peas,FAQ,07/04/2024,1900,2300.0,2100
Rajasthan,Ganganagar,Sriganganagar(F&V),Papaya,Other,Medium,07/04/2024,2400,2800.0,2600
Rajasthan,Ganganagar,Sriganganagar(F&V),Tomato,Other,FAQ,07/04/2024,1500,1900.0,1700
Rajasthan,Jalore,Jalore,Ginger(Green),Other,FAQ,07/04/2024,5000,5500.0,5300
Rajasthan,Jalore,Jalore,Onion Green,Other,FAQ,07/04/2024,1000,1200.0,1100
Rajasthan,Tonk,Malpura,Maize,Other,FAQ,07/04/2024,2450,2511.0,2485
Rajasthan,Udaipur,Udaipur(F&V),Apple,Other,Medium,07/04/2024,3000,6000.0,5000
Rajasthan,Udaipur,Udaipur(F&V),Mousambi(Sweet Lime),Other,Medium,07/04/2024,2000,3000.0,2600
Rajasthan,Udaipur,Udaipur(F&V),Peas cod,Other,FAQ,07/04/2024,2500,3500.0,3200
Rajasthan,Udaipur,Udaipur(F&V),Pineapple,Other,Medium,07/04/2024,2000,3500.0,3000
Telangana,Nalgonda,Venkateswarnagar,Bottle gourd,Bottle Gourd,FAQ,07/04/2024,800,1500.0,1000
Telangana,Nalgonda,Venkateswarnagar,Ridgeguard(Tori),Other,FAQ,07/04/2024,1000,1500.0,1200
Telangana,Nalgonda,Venkateswarnagar(Chintapalli),Paddy(Dhan)(Common),1001,FAQ,07/04/2024,2203,2203.0,2203
Telangana,Nalgonda,Voligonda,Paddy(Dhan)(Common),1001,FAQ,07/04/2024,2203,2203.0,2203
Telangana,Warangal,Hanmarkonda(Rythu Bazar),Bhindi(Ladies Finger),Bhindi,FAQ,07/04/2024,2800,3000.0,3000
Telangana,Warangal,Hanmarkonda(Rythu Bazar),Green Chilli,Green Chilly,FAQ,07/04/2024,3600,4400.0,4000
Tripura,Khowai,Teliamura,Carrot,Carrot,FAQ,07/04/2024,1500,1700.0,1600
Tripura,South District,Barpathari,Cucumbar(Kheera),Cucumbar,FAQ,07/04/2024,2900,3100.0,3000
Tripura,South District,Barpathari,Tomato,Tomato,FAQ,07/04/2024,1900,2100.0,2000
Uttar Pradesh,Aligarh,Aligarh,Bottle gourd,Bottle Gourd,FAQ,07/04/2024,800,1000.0,900
Uttar Pradesh,Allahabad,Sirsa,Paddy(Dhan)(Common),Common,FAQ,07/04/2024,2200,2310.0,2250
Uttar Pradesh,Ambedkarnagar,Tanda,Bottle gourd,Bottle Gourd,FAQ,07/04/2024,1570,1740.0,1625
Uttar Pradesh,Badaun,Shahaswan,Water Melon,Other,Medium,07/04/2024,1800,2100.0,2000
Uttar Pradesh,Baghpat,Baraut,Apple,Kasmir/Shimla - II,Medium,07/04/2024,7100,7200.0,7150
Uttar Pradesh,Baghpat,Baraut,Brinjal,Round/Long,FAQ,07/04/2024,800,900.0,850
Uttar Pradesh,Baghpat,Baraut,Green Chilli,Green Chilly,FAQ,07/04/2024,2900,3000.0,2950
Uttar Pradesh,Baghpat,Baraut,Gur(Jaggery),Other,FAQ,07/04/2024,3200,3300.0,3250
Uttar Pradesh,Banda,Baberu,Paddy(Dhan)(Basmati),1121,FAQ,07/04/2024,3300,3800.0,3500
Uttar Pradesh,Bijnor,Chaandpur,Tomato,Hybrid,FAQ,07/04/2024,1500,1700.0,1600
Uttar Pradesh,Bijnor,Kiratpur,Banana - Green,Banana - Green,FAQ,07/04/2024,1300,1400.0,1350
Uttar Pradesh,Bijnor,Kiratpur,Brinjal,Brinjal,FAQ,07/04/2024,1000,1100.0,1050
Uttar Pradesh,Bijnor,Kiratpur,Potato,Desi,FAQ,07/04/2024,1300,1400.0,1350
Uttar Pradesh,Bulandshahar,Anoop Shahar,Brinjal,Round/Long,FAQ,07/04/2024,800,1200.0,1000
Uttar Pradesh,Bulandshahar,Anoop Shahar,Tomato,Deshi,FAQ,07/04/2024,1200,1600.0,1400
Uttar Pradesh,Bulandshahar,Gulavati,Bottle gourd,Bottle Gourd,FAQ,07/04/2024,1000,1200.0,1100
Uttar Pradesh,Bulandshahar,Gulavati,Cauliflower,Cauliflower,FAQ,07/04/2024,1000,1200.0,1100
Uttar Pradesh,Bulandshahar,Gulavati,Onion,Red,FAQ,07/04/2024,2000,2200.0,2100
Uttar Pradesh,Bulandshahar,Gulavati,Pumpkin,Other,FAQ,07/04/2024,750,850.0,800
Uttar Pradesh,Etah,Aliganj,Maize,Hybrid,FAQ,07/04/2024,2055,2062.0,2060
Uttar Pradesh,Etah,Aliganj,Paddy(Dhan)(Basmati),Basmati 1509,FAQ,07/04/2024,2800,3000.0,2900
Uttar Pradesh,Etah,Ganjdudwara,Wheat,Dara,FAQ,07/04/2024,2275,2350.0,2300
Uttar Pradesh,Fatehpur,Bindki,Potato,Potato,FAQ,07/04/2024,1300,1400.0,1360
Uttar Pradesh,Fatehpur,Bindki,Tomato,Hybrid,FAQ,07/04/2024,1980,2060.0,2010
Uttar Pradesh,Firozabad,Shikohabad,Paddy(Dhan)(Basmati),Sugandha,FAQ,07/04/2024,2400,2500.0,2420
Uttar Pradesh,Jhansi,Baruwasagar,Ginger(Green),Green Ginger,FAQ,07/04/2024,7500,8000.0,7800
Uttar Pradesh,Jyotiba Phule Nagar,Hasanpur,Apple,Delicious,Medium,07/04/2024,3520,4010.0,3520
Uttar Pradesh,Jyotiba Phule Nagar,Hasanpur,Green Chilli,Green Chilly,FAQ,07/04/2024,1810,2000.0,1850
Uttar Pradesh,Jyotiba Phule Nagar,Hasanpur,Lemon,Lemon,FAQ,07/04/2024,1810,2000.0,1850
Uttar Pradesh,Jyotiba Phule Nagar,Hasanpur,Onion,Nasik,FAQ,07/04/2024,930,1010.0,950
Uttar Pradesh,Jyotiba Phule Nagar,Hasanpur,Raddish,Other,FAQ,07/04/2024,1410,1500.0,1450
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Green Chilli,Green Chilly,FAQ,07/04/2024,3850,3980.0,3890
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Tomato,Sankar,FAQ,07/04/2024,2070,2160.0,2120
Uttar Pradesh,Lalitpur,Mehrauni,Peas(Dry),Other,FAQ,07/04/2024,3500,4000.0,4000
Uttar Pradesh,Maharajganj,Anandnagar,Paddy(Dhan)(Common),Common,FAQ,07/04/2024,2183,2250.0,2183
Uttar Pradesh,Maharajganj,Anandnagar,Potato,Red,FAQ,07/04/2024,1100,1400.0,1250
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Banana,Medium,Medium,07/04/2024,1000,1200.0,1100
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Cucumbar(Kheera),Cucumbar,FAQ,07/04/2024,1000,1100.0,1050
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Green Chilli,Green Chilly,FAQ,07/04/2024,1100,1300.0,1200
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Onion,Red,FAQ,07/04/2024,1500,1800.0,1570
Uttar Pradesh,Mau(Maunathbhanjan),Kopaganj,Tomato,Hybrid,FAQ,07/04/2024,1500,1800.0,1600
Uttar Pradesh,Muradabad,Bhehjoi,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,07/04/2024,2250,2260.0,2255
Uttar Pradesh,Muradabad,Bhehjoi,Wood,Eucalyptus,FAQ,07/04/2024,435,500.0,480
Uttar Pradesh,Muradabad,Sambhal,Apple,Delicious,Medium,07/04/2024,8500,9500.0,9000
Uttar Pradesh,Muradabad,Sambhal,Cauliflower,Cauliflower,FAQ,07/04/2024,1000,1250.0,1200
Uttar Pradesh,Muzaffarnagar,Thanabhawan,Brinjal,Round/Long,FAQ,07/04/2024,700,800.0,800
Uttar Pradesh,Muzaffarnagar,Thanabhawan,Cauliflower,Local,FAQ,07/04/2024,700,800.0,800
Uttar Pradesh,Muzaffarnagar,Thanabhawan,Lemon,Lemon,FAQ,07/04/2024,5000,5400.0,5400
Uttar Pradesh,Muzaffarnagar,Thanabhawan,Peach,Peach,Medium,07/04/2024,2800,3000.0,3000
Uttar Pradesh,Raebarelli,Salon,Potato,(Red Nanital),FAQ,07/04/2024,1400,1425.0,1420
Uttar Pradesh,Saharanpur,Chutmalpur,Bottle gourd,Bottle Gourd,FAQ,07/04/2024,600,800.0,700
Uttar Pradesh,Saharanpur,Chutmalpur,Field Pea,Field Pea,FAQ,07/04/2024,1800,2000.0,1900
Uttar Pradesh,Saharanpur,Chutmalpur,Green Chilli,Green Chilly,FAQ,07/04/2024,3050,3250.0,3115
Uttar Pradesh,Saharanpur,Chutmalpur,Tomato,Deshi,FAQ,07/04/2024,1500,1700.0,1600
Uttar Pradesh,Saharanpur,Devband,Apple,Apple,Medium,07/04/2024,4720,4740.0,4730
Uttar Pradesh,Saharanpur,Devband,Banana - Green,Banana - Green,FAQ,07/04/2024,1200,1220.0,1210
Uttar Pradesh,Saharanpur,Devband,Bhindi(Ladies Finger),Bhindi,FAQ,07/04/2024,2100,2120.0,2110
Uttar Pradesh,Saharanpur,Devband,Bitter gourd,Bitter Gourd,FAQ,07/04/2024,3120,3135.0,3130
Uttar Pradesh,Saharanpur,Devband,Coriander(Leaves),Coriander,FAQ,07/04/2024,1450,1465.0,1460
Uttar Pradesh,Saharanpur,Devband,Cucumbar(Kheera),Cucumbar,FAQ,07/04/2024,1825,1835.0,1830
Uttar Pradesh,Saharanpur,Devband,Garlic,Average,FAQ,07/04/2024,12330,12340.0,12335
Uttar Pradesh,Saharanpur,Devband,Ginger(Green),Green Ginger,FAQ,07/04/2024,4120,4135.0,4130
Uttar Pradesh,Saharanpur,Gangoh,Field Pea,Field Pea,FAQ,07/04/2024,2500,3000.0,2800
Uttar Pradesh,Saharanpur,Gangoh,Green Chilli,Green Chilly,FAQ,07/04/2024,8000,8500.0,8200
Uttar Pradesh,Shahjahanpur,Jalalabad,Cauliflower,Cauliflower,FAQ,07/04/2024,500,600.0,550
Uttar Pradesh,Shahjahanpur,Jalalabad,Raddish,Raddish,FAQ,07/04/2024,300,400.0,360
Uttar Pradesh,Sitapur,Sindholi,Pumpkin,Other,FAQ,07/04/2024,1500,1700.0,1600
Uttrakhand,Haridwar,Roorkee,Cauliflower,Other,FAQ,07/04/2024,600,1000.0,800
Uttrakhand,Haridwar,Roorkee,Garlic,Other,FAQ,07/04/2024,5000,7000.0,6000
Uttrakhand,Nanital,Ramnagar,Cucumbar(Kheera),Other,FAQ,07/04/2024,1800,2000.0,1900
West Bengal,Darjeeling,Karsiyang(Matigara),Cauliflower,Other,FAQ,07/04/2024,1800,2000.0,1900
West Bengal,Darjeeling,Karsiyang(Matigara),Onion,Other,FAQ,07/04/2024,2800,3000.0,2900
West Bengal,Darjeeling,Karsiyang(Matigara),Potato,Other,FAQ,07/04/2024,2000,2500.0,2200
West Bengal,Darjeeling,Siliguri,Masur Dal,Masur Dal,FAQ,07/04/2024,9500,9700.0,9600
West Bengal,Hooghly,Pandua,Brinjal,Round/Long,FAQ,07/04/2024,1800,2000.0,1900
West Bengal,Hooghly,Pandua,Onion,Nasik,FAQ,07/04/2024,1900,2100.0,2000
West Bengal,Malda,English Bazar,Potato,Local,FAQ,07/04/2024,1200,1300.0,1250
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Mango,Other,Medium,07/04/2024,8000,12000.0,10000
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Onion,Other,FAQ,07/04/2024,1000,2000.0,1600
Chattisgarh,Balodabazar,Bhatgaon,Paddy(Dhan)(Common),Paddy,FAQ,07/04/2024,1600,1950.0,1700
Chattisgarh,Kanker,Charama,Paddy(Dhan)(Common),Other,FAQ,07/04/2024,1800,1800.0,1800
Gujarat,Amreli,Bagasara,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,07/04/2024,5050,5220.0,5135
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Potato,Potato,FAQ,07/04/2024,1500,1700.0,1600
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Spinach,Spinach,FAQ,07/04/2024,1500,2000.0,1800
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Tomato,Other,FAQ,07/04/2024,500,750.0,600
Gujarat,Gandhinagar,Mansa(Manas Veg Yard),Carrot,Other,FAQ,07/04/2024,1500,1500.0,1500
Gujarat,Morbi,Vankaner(Sub yard),Guar,Other,FAQ,07/04/2024,7000,10000.0,9000
Gujarat,Narmada,Rajpipla,Banana,Other,Large,07/04/2024,1080,1370.0,1275
Gujarat,Surat,Surat,Carrot,Other,FAQ,07/04/2024,700,2200.0,1450
Gujarat,Surat,Surat,Lemon,Other,FAQ,07/04/2024,3000,8500.0,5750
Gujarat,Surat,Surat,Little gourd (Kundru),Other,FAQ,07/04/2024,3000,8000.0,5500
Haryana,Jind,Narwana,Pomegranate,Other,Medium,07/04/2024,8000,10000.0,9000
Haryana,Karnal,Gharaunda,Onion,Other,FAQ,07/04/2024,1800,2200.0,2200
Haryana,Mewat,FerozpurZirkha(Nagina),Bottle gourd,Other,FAQ,07/04/2024,800,1200.0,1000
Haryana,Mewat,FerozpurZirkha(Nagina),Tomato,Other,FAQ,07/04/2024,1400,1800.0,1600
Haryana,Panchkula,"New Grain Market , Panchkula",Banana,Other,Medium,07/04/2024,5000,7000.0,6000
Haryana,Panchkula,"New Grain Market , Panchkula",Green Chilli,Green Chilly,FAQ,07/04/2024,5500,6500.0,6000
Haryana,Panchkula,"New Grain Market , Panchkula",Kinnow,Kinnow,Large,07/04/2024,3500,5500.0,4500
Haryana,Panchkula,"New Grain Market , Panchkula",Potato,Other,FAQ,07/04/2024,1000,2000.0,1500
Haryana,Rohtak,Meham,Cucumbar(Kheera),Cucumbar,FAQ,07/04/2024,1000,1000.0,1000
Haryana,Rohtak,Meham,Mousambi(Sweet Lime),Mousambi,Medium,07/04/2024,3000,3000.0,3000
Haryana,Rohtak,Meham,Spinach,Other,FAQ,07/04/2024,700,700.0,700
Haryana,Yamuna Nagar,Chhachrauli,Spinach,Spinach,FAQ,07/04/2024,600,800.0,700
Haryana,Yamuna Nagar,Chhachrauli,Tomato,Tomato,FAQ,07/04/2024,1600,1800.0,1600
Himachal Pradesh,Chamba,Chamba,Bottle gourd,Other,FAQ,07/04/2024,2000,2500.0,2250
Himachal Pradesh,Chamba,Chamba,Cauliflower,Other,FAQ,07/04/2024,1800,2000.0,1900
Himachal Pradesh,Kangra,Kangra,Brinjal,Other,FAQ,07/04/2024,2500,3000.0,2700
Himachal Pradesh,Kangra,Kangra,Cucumbar(Kheera),Other,FAQ,07/04/2024,2500,4000.0,3400
Himachal Pradesh,Kangra,Kangra,Ginger(Green),Other,FAQ,07/04/2024,15000,16000.0,15500
Himachal Pradesh,Kangra,Kangra,Mousambi(Sweet Lime),Other,Medium,07/04/2024,5000,6000.0,5400
Himachal Pradesh,Kangra,Kangra,Onion,Other,FAQ,07/04/2024,2600,2700.0,2700
Himachal Pradesh,Kangra,Kangra,Orange,Other,Medium,07/04/2024,7000,9000.0,8000
Himachal Pradesh,Kangra,Kangra,Papaya,Other,Medium,07/04/2024,4000,5000.0,4200
Himachal Pradesh,Kangra,Kangra,Pomegranate,Other,Medium,07/04/2024,8000,9000.0,8500
Himachal Pradesh,Kangra,Kangra,Spinach,Other,FAQ,07/04/2024,1500,2000.0,1700
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Bhindi(Ladies Finger),Bhindi,FAQ,07/04/2024,6500,8500.0,7800
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Capsicum,Capsicum,FAQ,07/04/2024,6500,7500.0,7200
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Cauliflower,Cauliflower,FAQ,07/04/2024,1500,1800.0,1700
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),French Beans (Frasbean),French Beans (Frasbean),FAQ,07/04/2024,3800,4200.0,4050
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Orange,Medium,Medium,07/04/2024,7500,8500.0,8250
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),Peas Wet,Peas Wet,FAQ,07/04/2024,4800,5200.0,5050
Himachal Pradesh,Kangra,Kangra(Jassour),Bhindi(Ladies Finger),Other,FAQ,07/04/2024,6000,7000.0,6500
Himachal Pradesh,Kangra,Kangra(Jassour),Cauliflower,Other,FAQ,07/04/2024,1200,1300.0,1250
Himachal Pradesh,Kangra,Kangra(Jassour),French Beans (Frasbean),Other,FAQ,07/04/2024,5000,6000.0,5500
Himachal Pradesh,Kangra,Kangra(Jassour),Orange,Other,Medium,07/04/2024,5000,6000.0,5500
Himachal Pradesh,Kangra,Kangra(Jassour),Pineapple,Other,Medium,07/04/2024,4000,6000.0,5000
Himachal Pradesh,Kangra,Kangra(Jassour),Pomegranate,Other,Medium,07/04/2024,7000,10000.0,8500
Himachal Pradesh,Kangra,Kangra(Jassour),Raddish,Other,FAQ,07/04/2024,1000,1200.0,1100
Himachal Pradesh,Kangra,Kangra(Jassour),Tomato,Other,FAQ,07/04/2024,2500,2800.0,2650
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Bottle gourd,Bottle Gourd,FAQ,07/04/2024,2000,2500.0,2200
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Cabbage,Cabbage,FAQ,07/04/2024,1500,1800.0,1700
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Carrot,Carrot,FAQ,07/04/2024,1800,2200.0,2000
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Mango,Other,Medium,07/04/2024,10000,12000.0,11000
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Mousambi(Sweet Lime),Mousambi,Medium,07/04/2024,5000,6000.0,5200
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Pineapple,Other,Medium,07/04/2024,4000,4500.0,4200
Himachal Pradesh,Kangra,Palampur,Capsicum,Capsicum,FAQ,07/04/2024,6500,7000.0,6800
Himachal Pradesh,Kangra,Palampur,Cucumbar(Kheera),Other,FAQ,07/04/2024,2500,2800.0,2700
Himachal Pradesh,Kangra,Palampur,Ginger(Green),Other,FAQ,07/04/2024,15000,15500.0,15350
Himachal Pradesh,Kangra,Palampur,Green Chilli,Green Chilly,FAQ,07/04/2024,7000,8000.0,7800
Himachal Pradesh,Kangra,Palampur,Guava,Other,Medium,07/04/2024,6000,8000.0,7500
Himachal Pradesh,Kangra,Palampur,Karbuja(Musk Melon),Karbhuja,Medium,07/04/2024,4000,5000.0,4600
Himachal Pradesh,Kangra,Palampur,Pineapple,Other,Medium,07/04/2024,4500,5000.0,4800
Himachal Pradesh,Kullu,Kullu,Bottle gourd,Other,FAQ,07/04/2024,2200,2500.0,2400
Himachal Pradesh,Kullu,Kullu,Orange,Other,Medium,07/04/2024,6500,8000.0,7000
Himachal Pradesh,Kullu,Kullu,Pumpkin,Other,FAQ,07/04/2024,3000,3200.0,3100
Himachal Pradesh,Kullu,Kullu,Water Melon,Other,Medium,07/04/2024,2600,3000.0,3000
Jammu and Kashmir,Kathua,Kathua,Banana,Other,Medium,07/04/2024,3000,3400.0,3200
Jammu and Kashmir,Kathua,Kathua,Cucumbar(Kheera),Other,FAQ,07/04/2024,1800,2200.0,2000
Jammu and Kashmir,Kathua,Kathua,Grapes,Black,Medium,07/04/2024,7000,8000.0,7500
Jammu and Kashmir,Kathua,Kathua,Green Chilli,Other,FAQ,07/04/2024,4500,5000.0,4750
Jammu and Kashmir,Kathua,Kathua,Onion,Other,FAQ,07/04/2024,1800,2200.0,2000
Jammu and Kashmir,Kathua,Kathua,Spinach,Spinach,FAQ,07/04/2024,1600,1800.0,1700
Jammu and Kashmir,Kathua,Kathua,Tomato,Other,FAQ,07/04/2024,2000,2500.0,2250
Karnataka,Raichur,Lingasugur,Bajra(Pearl Millet/Cumbu),Other,FAQ,07/04/2024,2100,2400.0,2200
Karnataka,Raichur,Lingasugur,Bengal Gram(Gram)(Whole),Average (Whole),FAQ,07/04/2024,6000,6000.0,6000
Kerala,Alappuzha,Cherthala,Banana,Poovan,Large,07/04/2024,3900,4100.0,4000
Kerala,Alappuzha,Cherthala,Cucumbar(Kheera),Cucumbar,FAQ,07/04/2024,2200,2400.0,2300
Kerala,Alappuzha,Cherthala,Little gourd (Kundru),Other,FAQ,07/04/2024,3200,3400.0,3300
Kerala,Alappuzha,Cherthala,Onion,Big,FAQ,07/04/2024,2600,2800.0,2700
Kerala,Alappuzha,Cherthala,Tomato,Other,FAQ,07/04/2024,3200,3400.0,3300
Kerala,Alappuzha,Harippad,Bitter gourd,Other,FAQ,07/04/2024,4000,4500.0,4000
Kerala,Alappuzha,Harippad,Brinjal,Other,FAQ,07/04/2024,3000,3400.0,3000
Kerala,Alappuzha,Harippad,Cauliflower,Other,FAQ,07/04/2024,4000,4500.0,4000
Kerala,Alappuzha,Harippad,Cowpea(Veg),Other,FAQ,07/04/2024,3000,3400.0,3000
Kerala,Alappuzha,Harippad,Ginger(Green),Other,FAQ,07/04/2024,15000,15500.0,15000
Kerala,Alappuzha,Harippad,Green Chilli,Other,FAQ,07/04/2024,5000,5500.0,5000
Kerala,Ernakulam,Mazhuvannur,Ashgourd,Ashgourd,FAQ,07/04/2024,500,1300.0,1000
Kerala,Ernakulam,Mazhuvannur,Banana,Nendra Bale,Large,07/04/2024,1000,4800.0,3000
Kerala,Ernakulam,Mazhuvannur,Banana,Poovan,Large,07/04/2024,2200,3400.0,3100
Kerala,Ernakulam,Mazhuvannur,Bitter gourd,Bitter Gourd,FAQ,07/04/2024,9100,10200.0,9600
Kerala,Ernakulam,Perumbavoor,Arecanut(Betelnut/Supari),Supari,FAQ,07/04/2024,27500,28500.0,28000
Kerala,Ernakulam,Perumbavoor,Banana,Palayamthodan,Medium,07/04/2024,1800,2800.0,2000
Kerala,Ernakulam,Perumbavoor,Brinjal,Brinjal,FAQ,07/04/2024,2600,3600.0,3000
Kerala,Ernakulam,Perumbavoor,Cabbage,Cabbage,FAQ,07/04/2024,2700,3700.0,3000
Kerala,Ernakulam,Perumbavoor,Field Pea,Field Pea,FAQ,07/04/2024,3000,4000.0,3500
Kerala,Ernakulam,Perumbavoor,Ginger(Green),Green Ginger,FAQ,07/04/2024,12500,13500.0,13000
Kerala,Ernakulam,Perumbavoor,Little gourd (Kundru),Other,FAQ,07/04/2024,2600,3600.0,3000
Kerala,Ernakulam,Perumbavoor,Potato,Potato,FAQ,07/04/2024,2600,3600.0,3000
Kerala,Ernakulam,Perumbavoor,Tapioca,Tapioca,FAQ,07/04/2024,2000,3000.0,2500
Kerala,Ernakulam,Perumbavoor,Tomato,Tomato,FAQ,07/04/2024,2200,3200.0,2500
Kerala,Ernakulam,Thrippunithura,Amphophalus,Amphophalus,FAQ,07/04/2024,5700,7000.0,6000
Kerala,Ernakulam,Thrippunithura,Ashgourd,Ashgourd,FAQ,07/04/2024,2300,4000.0,2500
Kerala,Ernakulam,Thrippunithura,Banana,Poovan,Medium,07/04/2024,3000,4000.0,3200
Kerala,Ernakulam,Thrippunithura,Green Chilli,Green Chilly,FAQ,07/04/2024,4500,8000.0,6000
Kerala,Ernakulam,Thrippunithura,Mango (Raw-Ripe),Mango - Raw-Ripe,FAQ,07/04/2024,4500,6000.0,5000
Kerala,Ernakulam,Thrippunithura,Pumpkin,Pumpkin,FAQ,07/04/2024,3000,4400.0,3200
Uttar Pradesh,Bulandshahar,Anoop Shahar,Onion,Red,FAQ,07/04/2024,1800,2200.0,2000
Uttar Pradesh,Bulandshahar,Anoop Shahar,Pumpkin,Pumpkin,FAQ,07/04/2024,800,1200.0,1000
Uttar Pradesh,Bulandshahar,Gulavati,Carrot,Carrot,FAQ,07/04/2024,1500,1700.0,1600
Uttar Pradesh,Bulandshahar,Gulavati,Cucumbar(Kheera),Cucumbar,FAQ,07/04/2024,1300,1500.0,1400
Uttar Pradesh,Bulandshahar,Gulavati,Lemon,Other,FAQ,07/04/2024,6100,6300.0,6200
Uttar Pradesh,Etah,Ganjdudwara,Onion,Red,FAQ,07/04/2024,1000,1300.0,1150
Uttar Pradesh,Farukhabad,Kamlaganj,Onion,Red,FAQ,07/04/2024,1800,1810.0,1805
Uttar Pradesh,Farukhabad,Kamlaganj,Potato,Desi,FAQ,07/04/2024,1100,1110.0,1105
Uttar Pradesh,Firozabad,Shikohabad,Paddy(Dhan)(Basmati),Sugandha,FAQ,07/04/2024,2400,2500.0,2420
Uttar Pradesh,Hathras,Shadabad,Onion,Red,FAQ,07/04/2024,1400,1500.0,1450
Uttar Pradesh,Hathras,Shadabad,Tomato,Deshi,FAQ,07/04/2024,1400,1500.0,1450
Uttar Pradesh,Hathras,Sikandraraau,Potato,Desi,FAQ,07/04/2024,890,1100.0,1035
Uttar Pradesh,Hathras,Sikandraraau,Wheat,Dara,FAQ,07/04/2024,2275,2275.0,2275
Uttar Pradesh,Jalaun (Orai),Ait,Peas(Dry),Other,FAQ,07/04/2024,3800,4200.0,4000
Uttar Pradesh,Jyotiba Phule Nagar,Hasanpur,Banana,Other,Medium,07/04/2024,1410,1500.0,1450
Uttar Pradesh,Jyotiba Phule Nagar,Hasanpur,Cucumbar(Kheera),Cucumbar,FAQ,07/04/2024,1410,1500.0,1450
Uttar Pradesh,Jyotiba Phule Nagar,Hasanpur,Ginger(Green),Green Ginger,FAQ,07/04/2024,1810,2000.0,1850
Uttar Pradesh,Jyotiba Phule Nagar,Hasanpur,Lemon,Lemon,FAQ,07/04/2024,1810,2000.0,1850
Uttar Pradesh,Jyotiba Phule Nagar,Hasanpur,Papaya,Papaya,Medium,07/04/2024,1410,1500.0,1450
Uttar Pradesh,Jyotiba Phule Nagar,Hasanpur,Potato,Badshah,FAQ,07/04/2024,920,1000.0,950
Uttar Pradesh,Jyotiba Phule Nagar,Hasanpur,Pumpkin,Pumpkin,FAQ,07/04/2024,1410,1500.0,1450
Uttar Pradesh,Jyotiba Phule Nagar,Hasanpur,Raddish,Other,FAQ,07/04/2024,1410,1500.0,1450
Uttar Pradesh,Khiri (Lakhimpur),Maigalganj,Green Chilli,Green Chilly,FAQ,07/04/2024,3850,3980.0,3890
